Velocity,Lean,Pitch,Yaw,Status
49.42344,-20.23236,-2.378204,-135.9677,Not Crashed
56.14267,-4.588715,-2.472046,-121.96,Not Crashed
58.33391,4.137371,-2.384338,-124.3277,Not Crashed
14.60595,3.130503,-2.368042,-124.573,Crashed
19.57606,-19.73566,-3.914429,-120.0737,Not Crashed
7.095022,70.07101,-6.352631,-105.8831,Crashed
6.565945,35.97302,0.7239066,94.3035,Not Crashed
3.972834,0,-4.223785,0,Not Crashed
41.3711,71.50185,-7.031128,-4.266907,Crashed
28.72445,-29.1785,-1.786774,0.1733341,Not Crashed
37.74268,-70.70599,0.8274396,75.35831,Crashed
11.94875,-39.10831,-2.187408,155.3394,Not Crashed
44.25437,-21.70844,-2.760254,-123.3518,Not Crashed
50.72201,-70.98331,0.1258976,-115.3928,Crashed
23.00323,0.007581468,-0.01907349,-107.344,Not Crashed
21.77499,-43.38046,-2.71994,-40.72791,Not Crashed
34.46038,-29.55875,-2.979034,61.62272,Not Crashed
42.71148,-32.11035,1.996852,91.2452,Not Crashed
32.07977,-47.12405,-2.342499,159.4526,Not Crashed
41.88609,25.89531,-0.4688416,-166.8752,Not Crashed
27.47788,-38.78653,-0.8223877,-172.9578,Not Crashed
26.37945,-37.68985,1.111741,-84.67245,Not Crashed
46.29377,-26.12619,-2.582703,-5.539337,Not Crashed
17.38123,32.02176,-1.736389,6.78336,Crashed
28.28468,2.579391,-2.139771,0.9197966,Not Crashed
45.96815,70.13497,3.034908,-11.43213,Crashed
20.28212,-27.92032,1.210294,-12.25793,Not Crashed
14.74783,-50.02646,0.4714557,115.6083,Not Crashed
30.00095,32.99265,-2.606232,-158.7591,Not Crashed
50.28849,8.421515,-2.656006,169.2691,Not Crashed
53.66846,-70.10117,-5.081665,-178.2038,Crashed
14.93612,0.001202494,-2.774323,6.57057,Not Crashed
45.49694,68.55213,-0.3975525,-5.093231,Not Crashed
45.49694,71.8592,-0.3975525,-5.093231,Crashed
5.498223,70.80506,-22.53375,-11.9079,Crashed
25.16583,-27.73926,-3.187653,-3.649292,Not Crashed
48.06979,-37.48871,-1.768799,41.60406,Not Crashed
26.97091,70.59558,0.1750358,-20.00491,Crashed
14.19917,-14.45859,-4.030579,-70.9845,Not Crashed
45.07627,-27.96332,1.175906,-21.98788,Not Crashed
47.08658,-70.27338,4.936834,-57.01422,Crashed
9.102352,2.15182,-4.168732,-0.7537231,Not Crashed
40.16278,-39.44421,-1.515442,56.05818,Not Crashed
39.91412,37.32637,-1.637756,71.16489,Not Crashed
7.330968,40.04462,3.729108,-50.73495,Not Crashed
11.51809,72.11348,64.9267,-25.29892,Crashed
35.82183,-3.435699,-3.8797,41.7131,Crashed
49.759,-70.4989,-1.678345,168.6365,Crashed
8.294873,-72.65436,10.14879,81.98875,Crashed
11.91585,-8.379578,-2.869629,-3.963654,Crashed
3.218672,70.68984,-19.66357,28.58166,Crashed
16.97457,40.1104,-1.913177,29.11831,Crashed
12.63308,-6.857208,-2.881409,-9.025299,Crashed
41.23297,-34.46255,-2.693787,29.90443,Crashed
18.25886,70.9556,-0.8900146,138.5629,Crashed
21.28916,-8.822693,-3.34079,-141.1155,Crashed
37.78383,71.64102,-11.42224,170.8093,Crashed
51.82641,-71.98642,-9.489929,-18.39108,Crashed
49.70337,-16.60767,-1.563416,1.158311,Crashed
50.16496,-71.48834,-4.884583,163.5294,Crashed
11.0549,-70.52615,0.3112925,21.77281,Crashed
31.9211,70.2695,-1.001038,-166.1569,Crashed
33.86084,70.49754,-2.091187,78.38424,Crashed
44.02949,31.55934,-1.975403,-21.71655,Crashed
23.47805,2.519734,-2.754059,-158.4081,Crashed
32.36325,-71.95203,0.04635138,-126.6498,Crashed
36.32069,70.2832,-1.193878,-24.86252,Crashed
38.23937,36.48808,-3.134277,-157.217,Crashed
7.948062,-2.126709,1.425192,161.5143,Crashed
12.55683,47.29182,-2.071838,-172.2292,Crashed
9.363332,71.87939,-1.546844,155.0072,Crashed
38.48046,71.18347,-2.218811,37.56068,Crashed
39.20732,70.05859,-1.617798,-19.30679,Crashed
43.53108,70.12257,-1.237976,-48.04291,Crashed
9.949479,-78.00751,76.79699,-118.2586,Crashed
40.4231,-71.66913,-6.625641,-163.5874,Crashed
53.92014,73.71841,83.10934,-101.2477,Crashed
13.29006,-28.8093,-1.788116,87.55222,Crashed
41.59547,70.96893,-2.316467,7.527788,Crashed
28.77513,-34.39139,0.1158175,-11.72675,Crashed
56.33354,70.60723,-6.385834,-123.0385,Crashed
52.07941,-73.15707,-4.181488,-19.10361,Crashed
8.352573,53.70071,-2.900299,-67.27103,Crashed
33.10063,-38.2883,-2.716644,49.30068,Crashed
13.5791,-70.41132,-1.799347,-58.26843,Crashed
25.30389,-70.74127,0.1001392,46.55945,Crashed
25.13729,71.71467,0.4294855,175.6535,Crashed
36.34773,-70.39395,-0.5752258,24.35813,Crashed
7.578281,70.07268,-0.7692871,-76.23395,Crashed
38.15795,70.13979,-0.8413696,143.8394,Crashed
39.1333,-72.35632,-8.552856,27.97061,Crashed
21.96645,-49.65131,-0.5533752,61.72325,Crashed
36.56805,45.30675,-3.415771,96.16454,Crashed
35.59689,-71.28305,-0.4246826,154.6808,Crashed
43.57361,-71.65308,-7.446075,-41.09299,Crashed
46.3739,71.34779,-3.875366,168.9478,Crashed
38.78682,-72.4472,-5.612946,-154.5428,Crashed
13.75916,71.51698,-13.77667,-11.16464,Crashed
47.17255,-71.18106,-0.3673706,-173.307,Crashed
11.21838,0.1395795,-3.824066,-165.5725,Crashed
11.30206,-70.06451,-6.402527,-40.15399,Crashed
8.101923,-72.45438,3.528052,12.80185,Crashed
29.65425,61.43612,-1.756042,161.3238,Crashed
9.908937,-70.84952,-0.5852966,-61.48502,Crashed
10.88095,38.24472,-2.912659,-19.02798,Crashed
4.074126,-70.84467,-1.497528,6.114895,Crashed
49.39579,-20.55316,-12.95416,15.20282,Crashed
33.26423,70.35007,-1.024658,140.4789,Crashed
17.19064,32.67259,-3.222961,-19.21518,Crashed
49.8303,-134.7744,88.87031,28.44672,Crashed
11.9212,72.15911,-0.8817139,-99.45355,Crashed
9.284139,-71.58539,28.32318,-1.380585,Crashed
40.91317,28.51941,-3.969482,-14.18042,Crashed
38.85493,72.10567,-2.913696,-12.62622,Crashed
39.96236,70.95296,17.3559,-179.7806,Crashed
36.50827,-26.59943,54.59009,-8.425537,Crashed
42.22208,-71.12717,-1.742554,-119.4746,Crashed
43.85754,-75.78561,-3.147919,54.79463,Crashed
28.5896,70.34887,-0.5682983,50.88618,Crashed
10.8677,-24.03906,-3.307556,-12.63358,Crashed
8.844604,-71.04004,-13.44479,-89.26483,Crashed
37.67813,72.13528,-2.666504,-123.9313,Crashed
8.180479,-34.45032,-2.892883,103.4324,Crashed
12.7774,7.467587,-2.952881,-9.423981,Crashed
37.11381,-31.10678,80.58516,-2.857635,Crashed
32.91043,-10.58066,54.63144,-141.1729,Crashed
33.4184,6.613293,35.23713,45.50949,Crashed
34.45263,14.20269,-3.260315,108.1154,Crashed
37.75208,11.90706,-2.4935,-141.6605,Crashed
34.74074,70.5938,-0.40448,-159.5301,Crashed
39.29121,71.19778,67.65413,-108.2705,Crashed
41.67646,70.06573,-1.465179,-28.41638,Crashed
52.08707,-70.03552,-0.7145996,-122.3974,Crashed
51.91954,-71.98785,79.06399,-25.59824,Crashed
39.64166,71.47845,4.147988,-176.5263,Crashed
7.992222,-70.31641,-0.611145,-98.82391,Crashed
54.82308,-7.72345,-2.948486,-5.863708,Crashed
17.14391,-21.03293,-2.662964,-168.1649,Crashed
12.21558,1.441401,-2.743011,4.570573,Crashed
26.067,-37.12076,37.69707,-21.9537,Crashed
26.5308,-70.07825,36.91324,116.8216,Crashed
48.53375,24.76862,3.419744,12.02007,Crashed
11.69604,71.58306,-0.6554871,14.9359,Crashed
36.16584,-70.50226,-1.480469,-167.9346,Crashed
7.678589,-71.52582,1.436869,-64.98209,Crashed
21.53728,-70.30603,-3.761078,149.1027,Crashed
7.549474,-71.35654,-0.7649536,-66.9382,Crashed
7.383537,71.30572,-0.7561951,177.165,Crashed
7.47279,-70.13806,1.746619,-150.5396,Crashed
31.51863,-28.82999,-1.20224,147.3621,Crashed
27.69188,-70.77374,0.4644417,-10.56223,Crashed
19.96599,71.06285,-1.72525,-110.4794,Crashed
9.288164,-70.97015,-0.07836914,79.32301,Crashed
25.42127,-17.37256,-2.660126,155.318,Crashed
7.222862,70.16376,-0.2191772,-121.3382,Crashed
25.78726,-22.5238,-4.08847,37.85403,Crashed
10.17114,-70.3407,73.84365,-117.6052,Crashed
47.55736,-70.0918,-5.849396,-25.4791,Crashed
46.76325,27.23656,-2.415253,0.636252,Crashed
43.26588,27.28109,-2.80542,110.1434,Crashed
11.72598,161.2561,87.63984,-108.3503,Crashed
14.15756,-57.34091,-4.85849,11.22611,Crashed
46.93584,70.11607,2.986395,3.30785,Crashed
5.303618,72.05763,-5.239502,93.20348,Crashed
6.132275,-70.07098,-0.1348877,-64.59528,Crashed
14.66535,-4.177307,-2.912994,-11.5069,Crashed
6.739773,-70.8237,0.04842946,-124.1609,Crashed
6.151698,70.64508,-0.3684998,120.3061,Crashed
6.980084,-70.75156,-0.4904785,47.45154,Crashed
9.86472,-25.18469,-2.562866,-167.1308,Crashed
24.71897,34.13563,-2.673584,47.83364,Crashed
34.80853,44.47095,74.68043,49.07715,Crashed
9.792809,-72.12689,-11.70993,-151.6997,Crashed
25.71418,3.485717,-4.320068,55.99113,Crashed
20.45757,70.21371,-23.85187,90.72755,Crashed
17.22081,-2.625824,-2.536469,-100.2646,Crashed
21.73052,-71.85443,-6.870148,23.71025,Crashed
25.21512,7.326014,-2.402802,19.93861,Crashed
44.30919,10.92437,-2.418091,-118.0536,Crashed
44.67075,-71.61316,-6.051392,173.564,Crashed
34.63795,71.10882,-9.599182,-6.553925,Crashed
0,-8.552758E-07,-3.396118,-62.85571,Crashed
0,-1.710752E-06,-3.507813,-60.69012,Crashed
0,-4.269302E-07,-0.8171082,66.27339,Crashed
0,7.743768E-07,-6.623068E-06,66.27351,Crashed
7.39319,71.06783,3.137509,-154.8957,Crashed
42.66156,-70.69562,-5.697357,-117.7916,Crashed
10.23061,67.0873,-4.767639,-0.07000732,Crashed
34.78112,27.78488,-14.75568,-22.26218,Crashed
37.38611,-71.06766,-1.512451,107.5352,Crashed
21.69814,-13.80435,-2.153748,-159.484,Crashed
27.89379,71.31815,-5.279816,154.2716,Crashed
32.99023,-25.95569,-2.942139,-20.68607,Crashed
0,-2.668414E-08,-0.955719,-8.808411,Crashed
40.79597,-71.52759,-2.18277,47.07556,Crashed
17.95006,72.74519,10.9788,-167.8193,Crashed
41.423,71.42459,3.529299,167.2396,Crashed
43.54119,-71.25003,-4.827515,3.291551,Crashed
23.19977,-55.92126,-2.370911,42.59315,Crashed
24.16364,70.53596,-0.05484009,-160.5924,Crashed
14.43489,71.41412,-4.379456,174.0834,Crashed
38.60984,19.29169,-3.077301,22.49101,Crashed
7.391251,71.67925,-0.6805725,-91.16254,Crashed
11.53045,12.96289,-3.07254,174.9067,Crashed
7.853471,-53.86102,0.3505019,-153.9034,Crashed
21.02719,-72.54309,86.01267,125.7727,Crashed
32.15978,-22.9158,-3.014832,34.41317,Crashed
7.157487,70.98188,1.201903,-98.2309,Crashed
41.49158,-71.70032,-2.041504,-168.1424,Crashed
34.68032,-71.41702,-2.251465,172.4848,Crashed
16.15839,-30.51663,-2.247986,-8.486847,Crashed
39.82123,-70.5997,-0.6279907,48.53073,Crashed
7.035931,70.0389,0.05688182,-95.04248,Crashed
41.3237,-74.24017,67.88574,145.0775,Crashed
35.44186,-47.87442,27.79828,87.22507,Crashed
9.776597,-22.79965,-2.999176,-123.5095,Crashed
12.54921,71.43158,-0.6525879,-139.3671,Crashed
40.8678,-21.50925,51.26563,-5.291351,Crashed
28.22191,25.82086,-2.60318,-145.2524,Crashed
10.66202,-67.18365,-3.106415,164.8662,Crashed
47.31727,-70.98776,-0.9696045,12.23063,Crashed
6.677497,71.72082,2.308769,98.3163,Crashed
33.57648,-19.56409,-2.813629,-133.7211,Crashed
16.84563,18.66108,-2.74234,63.52504,Crashed
20.77758,-21.15323,-1.048737,-66.79565,Crashed
7.912995,70.13062,-1.362396,104.9139,Crashed
30.85392,70.6633,42.31148,178.3109,Crashed
33.37272,14.40344,-4.524261,-161.4655,Crashed
11.49493,-42.13354,-1.68631,24.42651,Crashed
6.230378,-71.05695,-2.630005,25.37114,Crashed
46.35069,70.14741,0.1261204,-9.087799,Crashed
27.38555,-52.18341,44.85088,-177.2796,Crashed
45.13991,27.29204,-2.526672,65.27744,Crashed
35.77583,72.82549,-11.77838,-162.6724,Crashed
13.0479,4.069997,-1.504395,-47.94098,Crashed
53.58773,16.13452,-2.350128,-170.5714,Crashed
15.34306,-71.72223,-2.501709,151.5211,Crashed
49.57537,70.0604,-8.445099,-23.48825,Crashed
33.1563,-70.57275,-0.9346313,125.2647,Crashed
6.351253,-70.98279,0.9620023,154.8776,Crashed
50.02199,71.23204,-1.073517,-10.47125,Crashed
12.73607,-14.60687,-2.674927,-8.048096,Crashed
9.656536,-40.62866,-0.980957,34.81656,Crashed
34.82198,-26.93274,-1.901245,-117.5064,Crashed
32.87128,40.6838,-2.61084,12.83852,Crashed
9.847378,71.1619,-0.262207,-150.8637,Crashed
41.72671,74.98708,0.3064362,177.7148,Crashed
10.9,71.34751,-30.22046,51.9285,Crashed
7.999176,70.12756,-0.73703,-125.5032,Crashed
18.52546,43.87608,-1.696594,159.6957,Crashed
14.94304,21.16075,-3.253113,-157.0678,Crashed
41.46531,-108.5249,85.96342,-123.1927,Crashed
8.476976,-70.58612,0.06368299,138.1317,Crashed
34.89071,-27.54407,-2.805359,153.451,Crashed
33.89124,-70.34503,-2.898895,-139.4867,Crashed
7.673916,-70.93317,0.0211309,75.54721,Crashed
39.19519,72.07732,-4.396423,13.94761,Crashed
36.56773,-73.43378,61.57334,-41.76624,Crashed
25.31024,-54.37894,-1.59787,-131.6092,Crashed
32.68795,70.31255,-0.6393433,35.22528,Crashed
13.64315,-17.04843,-2.35675,-27.16931,Crashed
11.87632,-73.01465,14.30678,-9.976685,Crashed
54.15918,-71.35513,-6.550354,179.7674,Crashed
42.02298,71.07639,-13.09003,27.1789,Crashed
28.30749,16.1681,0.4173394,11.37147,Not Crashed
37.61042,-42.06851,-1.059387,11.57073,Not Crashed
44.84997,-71.49005,0.5116554,14.28084,Crashed
3.41113,-0.01519775,-0.738739,50.35168,Not Crashed
0.9914692,-0.0001780833,-0.8170776,50.3686,Not Crashed
26.72676,5.226863,-3.990082,8.033715,Not Crashed
11.40221,-30.19077,-2.497955,3.719482,Crashed
40.28553,-3.20343,-2.001007,12.47994,Not Crashed
52.47037,71.61602,-2.955994,2.648272,Crashed
23.9989,-72.80469,8.482756,-34.97473,Crashed
38.32722,-35.67279,-2.195984,172.2145,Not Crashed
52.2624,-7.500031,-0.7408752,-171.1115,Not Crashed
8.929446,-34.97922,1.128014,-106.2567,Not Crashed
26.82113,20.86073,-2.9505,74.79686,Not Crashed
42.53954,25.27511,-2.886963,7.226584,Not Crashed
46.89362,18.02408,0.1269332,-32.69516,Not Crashed
22.71245,-17.17456,-0.5045776,-4.211029,Not Crashed
6.68952,-0.4386292,-0.6515198,7.676096,Not Crashed
1.964545,9.683896E-05,-0.782959,7.7177,Not Crashed
8.141668,-0.6643066,-5.384521,-0.9975586,Not Crashed
28.05415,-1.056946,0.06085723,-11.65942,Not Crashed
42.19779,-16.59741,-1.482666,15.02133,Not Crashed
45.81698,-15.37653,-2.656342,-14.00574,Not Crashed
29.56657,-26.85715,-2.20578,63.21169,Not Crashed
11.70876,0,-4.326202,0,Not Crashed
37.87946,-31.82162,-2.899933,-1.067657,Not Crashed
30.00349,31.1045,0.3144024,21.61129,Not Crashed
47.06687,-25.10196,-2.422882,-15.85764,Not Crashed
32.50654,-42.17291,-0.3330078,33.77783,Not Crashed
40.67273,20.66436,-1.887268,29.93065,Not Crashed
25.20259,-70.23776,-9.377411,75.13969,Crashed
33.43316,3.846784,0.365497,-6.823608,Not Crashed
10.14997,-36.27841,-2.843994,14.58484,Crashed
6.379137,-0.1464233,-5.685638,-0.266571,Not Crashed
42.74678,24.968,-2.996674,-14.21359,Not Crashed
16.24972,15.87722,-2.792297,-17.18433,Crashed
8.604404,0,-0.9678955,0,Not Crashed
43.35717,1.847894,-3.195587,-1.400269,Not Crashed
48.6342,8.165228,-2.828491,5.00676,Not Crashed
51.77401,72.14293,-7.753143,13.05353,Crashed
